lead_id,lead_source,lead_source_type,agentId,yearCreated,monthCreated,dayCreated,dayName,state,zip_code,electric_company,status
56379,225,16,8303669,2021,2,13,Saturday,Arkansas,72641,Carroll,3
56380,230,6,,2021,2,13,Saturday,,,,66
56380,230,6,8303669,2021,2,13,Saturday,,,,23
56382,230,6,,2021,2,13,Saturday,,,,66
56382,230,6,9745922,2021,2,13,Saturday,,,,23
56383,230,6,,2021,2,13,Saturday,,,,66
56383,230,6,9745922,2021,2,13,Saturday,,,,53
56384,146,34,,2021,2,13,Saturday,,,,66
56384,146,34,9745922,2021,2,13,Saturday,,,,23
56385,193,6,,2021,2,13,Saturday,,,,66
56385,193,6,9327768,2021,2,13,Saturday,,,,80
56386,230,6,,2021,2,13,Saturday,,,,66
56386,230,6,3610377,2021,2,13,Saturday,,,,23
56387,221,34,6732050,2021,2,13,Saturday,,,,23
56387,221,34,7496997,2021,2,13,Saturday,,,,30
56388,143,17,8303669,2021,2,13,Saturday,,,,5
56389,230,6,,2021,2,13,Saturday,,,,66
56389,230,6,3610377,2021,2,13,Saturday,,,,23
56390,230,6,,2021,2,13,Saturday,,,,66
56390,230,6,3610377,2021,2,13,Saturday,,,,23
56391,230,6,,2021,2,13,Saturday,,,,66
56391,230,6,3610377,2021,2,13,Saturday,,,,23
56392,230,6,,2021,2,13,Saturday,,,,66
56392,230,6,3866415,2021,2,13,Saturday,,,,23
56393,230,6,,2021,2,13,Saturday,,,,66
56393,230,6,3866415,2021,2,13,Saturday,,,,23
56394,230,6,,2021,2,13,Saturday,,,,66
56394,230,6,7496997,2021,2,13,Saturday,,,,23
56394,230,6,9745922,2021,2,13,Saturday,,,,21
56395,230,6,,2021,2,13,Saturday,,,,66
56395,230,6,9745922,2021,2,13,Saturday,,,,23
56395,230,6,2916217,2021,2,13,Saturday,,,,21
56397,230,6,,2021,2,13,Saturday,Arkansas,72758,Carroll,66
56397,230,6,6732050,2021,2,13,Saturday,Arkansas,72758,Carroll,21
56397,230,6,6732050,2021,2,13,Saturday,Arkansas,72758,Carroll,3
56400,221,34,5136817,2021,2,13,Saturday,,,,21
56401,230,6,,2021,2,13,Saturday,,,,66
56401,230,6,6732050,2021,2,13,Saturday,,,,23
56403,230,6,,2021,2,13,Saturday,Oklahoma,74133,Public Services Company of Oklahoma,66
56403,230,6,9745922,2021,2,13,Saturday,Oklahoma,74133,Public Services Company of Oklahoma,21
56404,214,17,2711226,2021,2,13,Saturday,,,,21
56405,230,6,,2021,2,13,Saturday,,,,66
56405,230,6,9745922,2021,2,13,Saturday,,,,23
56405,230,6,9873852,2021,2,13,Saturday,,,,21
56406,214,17,9745922,2021,2,13,Saturday,,,,21
56407,230,6,,2021,2,13,Saturday,,,,66
56407,230,6,9873852,2021,2,13,Saturday,,,,23
56407,230,6,3610377,2021,2,13,Saturday,,,,30
56408,230,6,,2021,2,13,Saturday,,,,66
56408,230,6,9873852,2021,2,13,Saturday,,,,23
56411,230,6,,2021,2,14,Sunday,,,,66
56411,230,6,9745922,2021,2,14,Sunday,,,,53
56412,230,6,,2021,2,14,Sunday,,,,66
56412,230,6,3610377,2021,2,14,Sunday,,,,23
56413,230,6,,2021,2,14,Sunday,,,,66
56413,230,6,3610377,2021,2,14,Sunday,,,,23
56415,29,17,8303669,2021,2,14,Sunday,Arkansas,72370,Other,23
56415,29,17,9593081,2021,2,14,Sunday,Arkansas,72370,Other,21
56416,225,16,,2021,2,14,Sunday,,,,66
56416,225,16,3610377,2021,2,14,Sunday,,,,23
56416,225,16,7496997,2021,2,14,Sunday,,,,34
56418,230,6,,2021,2,14,Sunday,,,,66
56418,230,6,3610377,2021,2,14,Sunday,,,,23
56419,193,6,,2021,2,14,Sunday,,,,66
56419,193,6,9327768,2021,2,14,Sunday,,,,80
56420,230,6,,2021,2,14,Sunday,,,,66
56420,230,6,3610377,2021,2,14,Sunday,,,,23
56420,230,6,1206784,2021,2,14,Sunday,,,,31
56422,230,6,,2021,2,14,Sunday,,,,66
56422,230,6,3610377,2021,2,14,Sunday,,,,23
56423,230,6,,2021,2,14,Sunday,,,,66
56423,230,6,3610377,2021,2,14,Sunday,,,,53
56424,230,6,,2021,2,14,Sunday,,,,66
56424,230,6,3610377,2021,2,14,Sunday,,,,23
56424,230,6,9873852,2021,2,14,Sunday,,,,21
56425,230,6,,2021,2,14,Sunday,,,,66
56425,230,6,3610377,2021,2,14,Sunday,,,,23
56425,230,6,9593081,2021,2,14,Sunday,,,,21
56426,230,6,,2021,2,14,Sunday,,,,66
56426,230,6,3610377,2021,2,14,Sunday,,,,23
56426,230,6,1206784,2021,2,14,Sunday,,,,34
56427,230,6,,2021,2,14,Sunday,,,,66
56427,230,6,1206784,2021,2,14,Sunday,,,,23
56428,230,6,,2021,2,14,Sunday,,,,66
56428,230,6,1206784,2021,2,14,Sunday,,,,53
56429,214,17,9745922,2021,2,14,Sunday,Arkansas,72113,Entergy,21
56429,214,17,9745922,2021,2,14,Sunday,Arkansas,72113,Entergy,3
56430,230,6,,2021,2,14,Sunday,Oklahoma,74369,Empire-Liberty,66
56430,230,6,1206784,2021,2,14,Sunday,Oklahoma,74369,Empire-Liberty,23
56430,230,6,9745922,2021,2,14,Sunday,Oklahoma,74369,Empire-Liberty,21
56432,230,6,,2021,2,14,Sunday,,,,66
56432,230,6,9745922,2021,2,14,Sunday,,,,30
56432,230,6,1206784,2021,2,14,Sunday,,,,23
56433,230,6,,2021,2,14,Sunday,Oklahoma,7306,Other,66
56433,230,6,9745922,2021,2,14,Sunday,Oklahoma,7306,Other,23
56433,230,6,9593081,2021,2,14,Sunday,Oklahoma,7306,Other,21
56433,230,6,9593081,2021,2,14,Sunday,Oklahoma,7306,Other,3
56434,230,6,,2021,2,14,Sunday,,,,66
56434,230,6,9745922,2021,2,14,Sunday,,,,23
56436,230,6,,2021,2,14,Sunday,,,,66
56436,230,6,9745922,2021,2,14,Sunday,,,,23
56436,230,6,1206784,2021,2,14,Sunday,,,,31
56437,227,16,,2021,2,14,Sunday,,,,66
56437,227,16,9745922,2021,2,14,Sunday,,,,23
56440,214,17,3866415,2021,2,14,Sunday,,,,23
56442,29,17,3866415,2021,2,14,Sunday,,,,23
56446,230,6,,2021,2,14,Sunday,,,,66
56446,230,6,1206784,2021,2,14,Sunday,,,,23
56449,230,6,3866415,2021,2,14,Sunday,,,,23
56451,230,6,,2021,2,14,Sunday,,,,66
56451,230,6,1206784,2021,2,14,Sunday,,,,21
56451,230,6,3866415,2021,2,14,Sunday,,,,23
56452,227,16,,2021,2,14,Sunday,,,,66
56452,227,16,1206784,2021,2,14,Sunday,,,,23
56452,227,16,9745922,2021,2,14,Sunday,,,,53
56453,226,16,,2021,2,14,Sunday,,,,66
56453,226,16,9745922,2021,2,14,Sunday,,,,23
56455,230,6,,2021,2,14,Sunday,,,,66
56455,230,6,9745922,2021,2,14,Sunday,,,,23
56456,227,16,,2021,2,14,Sunday,,,,66
56456,227,16,9745922,2021,2,14,Sunday,,,,23
56457,193,6,,2021,2,14,Sunday,,,,66
56457,193,6,9327768,2021,2,14,Sunday,,,,80
56458,230,6,,2021,2,14,Sunday,,,,66
56458,230,6,3866415,2021,2,14,Sunday,,,,23
56459,230,6,,2021,2,14,Sunday,,,,66
56459,230,6,9745922,2021,2,14,Sunday,,,,23
56461,230,6,9745922,2021,2,14,Sunday,Arkansas,72801,Entergy,23
56461,230,6,6009163,2021,2,14,Sunday,Arkansas,72801,Entergy,21
56461,230,6,6009163,2021,2,14,Sunday,Arkansas,72801,Entergy,3
56462,230,6,,2021,2,14,Sunday,,,,66
56462,230,6,9745922,2021,2,14,Sunday,,,,23
56463,230,6,,2021,2,14,Sunday,,,,66
56463,230,6,9745922,2021,2,14,Sunday,,,,23
56464,6,17,9745922,2021,2,14,Sunday,,,,23
56465,230,6,,2021,2,14,Sunday,,,,66
56465,230,6,9745922,2021,2,14,Sunday,,,,23
56466,214,17,9745922,2021,2,14,Sunday,,,,23
56468,230,6,,2021,2,14,Sunday,,,,66
56468,230,6,9745922,2021,2,14,Sunday,,,,23
56469,230,6,,2021,2,14,Sunday,,,,66
56469,230,6,3866415,2021,2,14,Sunday,,,,23
56469,230,6,3610377,2021,2,14,Sunday,,,,21
56470,225,16,,2021,2,14,Sunday,,,,66
56470,225,16,3866415,2021,2,14,Sunday,,,,23
56471,230,6,,2021,2,14,Sunday,,,,66
56471,230,6,3866415,2021,2,14,Sunday,,,,23
56472,5,16,6732050,2021,2,14,Sunday,,,,76
56473,214,17,6732050,2021,2,14,Sunday,,,,23
56475,230,6,,2021,2,14,Sunday,,,,66
56475,230,6,3866415,2021,2,14,Sunday,,,,23
56475,230,6,5802076,2021,2,14,Sunday,,,,21
56476,225,16,,2021,2,14,Sunday,,,,66
56476,225,16,1206784,2021,2,14,Sunday,,,,23
56476,225,16,6732050,2021,2,14,Sunday,,,,21
56477,230,6,,2021,2,14,Sunday,,,,66
56477,230,6,6732050,2021,2,14,Sunday,,,,23
56478,230,6,,2021,2,14,Sunday,,,,66
56478,230,6,6732050,2021,2,14,Sunday,,,,64
56478,230,6,6732050,2021,2,14,Sunday,,,,23
56479,230,6,,2021,2,14,Sunday,,,,66
56479,230,6,9745922,2021,2,14,Sunday,,,,21
56480,230,6,,2021,2,14,Sunday,,,,66
56480,230,6,9745922,2021,2,14,Sunday,,,,23
56483,230,6,,2021,2,14,Sunday,,,,66
56483,230,6,9745922,2021,2,14,Sunday,,,,23
56485,230,6,,2021,2,14,Sunday,,,,66
56485,230,6,9745922,2021,2,14,Sunday,,,,23
56488,230,6,,2021,2,14,Sunday,,,,66
56488,230,6,9745922,2021,2,14,Sunday,,,,23
56490,230,6,,2021,2,14,Sunday,,,,66
56490,230,6,9745922,2021,2,14,Sunday,,,,23
56491,214,17,6732050,2021,2,14,Sunday,,,,23
56492,230,6,,2021,2,14,Sunday,,,,66
56492,230,6,9745922,2021,2,14,Sunday,,,,23
56493,6,17,6732050,2021,2,14,Sunday,,,,23
56495,230,6,,2021,2,14,Sunday,,,,66
56495,230,6,9745922,2021,2,14,Sunday,,,,23
56496,5,16,3866415,2021,2,14,Sunday,,,,23
56496,5,16,9873852,2021,2,14,Sunday,,,,21
56497,230,6,,2021,2,14,Sunday,,,,66
56497,230,6,9745922,2021,2,14,Sunday,,,,23
56497,230,6,5802076,2021,2,14,Sunday,,,,53
56502,15,38,3610377,2021,2,14,Sunday,Arkansas,72714,Carroll,21
56503,214,17,3610377,2021,2,14,Sunday,Oklahoma,74342,Other,21
56503,214,17,3610377,2021,2,14,Sunday,Oklahoma,74342,Other,3
56504,6,17,3610377,2021,2,14,Sunday,,,,23
56504,6,17,9593081,2021,2,14,Sunday,,,,21
56506,230,6,,2021,2,14,Sunday,Oklahoma,74063,Public Services Company of Oklahoma,66
56506,230,6,9593081,2021,2,14,Sunday,Oklahoma,74063,Public Services Company of Oklahoma,21
56506,230,6,9593081,2021,2,14,Sunday,Oklahoma,74063,Public Services Company of Oklahoma,21
56506,230,6,9593081,2021,2,14,Sunday,Oklahoma,74063,Public Services Company of Oklahoma,21
56506,230,6,9593081,2021,2,14,Sunday,Oklahoma,74063,Public Services Company of Oklahoma,3
56507,230,6,,2021,2,14,Sunday,,,,66
56507,230,6,9593081,2021,2,14,Sunday,,,,23
56509,230,6,,2021,2,14,Sunday,,,,66
56509,230,6,9593081,2021,2,14,Sunday,,,,23
56509,230,6,9593081,2021,2,14,Sunday,,,,53
56510,230,6,,2021,2,14,Sunday,,,,66
56510,230,6,9745922,2021,2,14,Sunday,,,,23
56510,230,6,6732050,2021,2,14,Sunday,,,,21
56512,230,6,,2021,2,14,Sunday,,,,66
56512,230,6,9745922,2021,2,14,Sunday,,,,53
56514,230,6,7496997,2021,2,14,Sunday,Oklahoma,73173,OGE,21
56514,230,6,7496997,2021,2,14,Sunday,Oklahoma,73173,OGE,3
56515,230,6,,2021,2,14,Sunday,,,,66
56515,230,6,9745922,2021,2,14,Sunday,,,,23
56516,214,17,,2021,2,14,Sunday,,,,23
56516,214,17,7496997,2021,2,14,Sunday,,,,5
56519,230,6,,2021,2,14,Sunday,,,,66
56519,230,6,9745922,2021,2,14,Sunday,,,,23
56519,230,6,2916217,2021,2,14,Sunday,,,,21
56520,230,6,,2021,2,14,Sunday,,,,66
56520,230,6,9745922,2021,2,14,Sunday,,,,23
56520,230,6,3610377,2021,2,14,Sunday,,,,30
56521,230,6,,2021,2,14,Sunday,,,,66
56521,230,6,9745922,2021,2,14,Sunday,,,,23
56522,5,16,7496997,2021,2,14,Sunday,,,,23
56525,221,34,9745922,2021,2,14,Sunday,Oklahoma,7410,Public Services Company of Oklahoma,21
56526,221,34,9745922,2021,2,14,Sunday,,,,23
56528,230,6,,2021,2,14,Sunday,,,,66
56528,230,6,9745922,2021,2,14,Sunday,,,,21
56528,230,6,6732050,2021,2,14,Sunday,,,,30
56530,230,6,,2021,2,14,Sunday,Oklahoma,73020,OGE,66
56530,230,6,6732050,2021,2,14,Sunday,Oklahoma,73020,OGE,23
56530,230,6,7496997,2021,2,14,Sunday,Oklahoma,73020,OGE,3
56531,230,6,,2021,2,14,Sunday,,,,66
56531,230,6,6732050,2021,2,14,Sunday,,,,23
56532,230,6,,2021,2,14,Sunday,,,,66
56532,230,6,6732050,2021,2,14,Sunday,,,,23
56533,230,6,,2021,2,14,Sunday,,,,66
56533,230,6,9745922,2021,2,14,Sunday,,,,23
56534,230,6,,2021,2,14,Sunday,,,,66
56534,230,6,6732050,2021,2,14,Sunday,,,,23
56535,230,6,,2021,2,14,Sunday,,,,66
56535,230,6,6732050,2021,2,14,Sunday,,,,23
56536,230,6,,2021,2,14,Sunday,,,,66
56536,230,6,6732050,2021,2,14,Sunday,,,,23
56537,230,6,,2021,2,14,Sunday,,,,66
56537,230,6,9745922,2021,2,14,Sunday,,,,23
56537,230,6,5802076,2021,2,14,Sunday,,,,53
56538,230,6,,2021,2,14,Sunday,,,,66
56538,230,6,6732050,2021,2,14,Sunday,,,,21
56539,230,6,,2021,2,15,Monday,,,,66
56539,230,6,6732050,2021,2,15,Monday,,,,23
56539,230,6,9593081,2021,2,15,Monday,,,,46
56540,230,6,,2021,2,15,Monday,,,,66
56540,230,6,9593081,2021,2,15,Monday,,,,23
56540,230,6,9745922,2021,2,15,Monday,,,,30
56542,230,6,,2021,2,15,Monday,,,,66
56542,230,6,9593081,2021,2,15,Monday,,,,23
56542,230,6,5421394,2021,2,15,Monday,,,,21
56544,227,16,7496997,2021,2,15,Monday,,,,23
56545,230,6,,2021,2,15,Monday,,,,66
56545,230,6,9745922,2021,2,15,Monday,,,,23
56546,146,34,9745922,2021,2,15,Monday,,,,23
56550,146,34,1206784,2021,2,15,Monday,Oklahoma,74038,Other,21
56551,214,17,9745922,2021,2,15,Monday,,,,23
56554,230,6,,2021,2,15,Monday,,,,66
56554,230,6,9593081,2021,2,15,Monday,,,,23
56555,230,6,,2021,2,15,Monday,Arkansas,72758,,66
56555,230,6,9745922,2021,2,15,Monday,Arkansas,72758,,23
56555,230,6,9593081,2021,2,15,Monday,Arkansas,72758,,21
56556,230,6,,2021,2,15,Monday,,,,66
56556,230,6,9593081,2021,2,15,Monday,,,,21
56557,230,6,,2021,2,15,Monday,,,,66
56557,230,6,9593081,2021,2,15,Monday,,,,23
56558,230,6,,2021,2,15,Monday,Arkansas,72701,,66
56558,230,6,6732050,2021,2,15,Monday,Arkansas,72701,,23
56558,230,6,8303669,2021,2,15,Monday,Arkansas,72701,,21
56559,230,6,,2021,2,15,Monday,,,,66
56559,230,6,9593081,2021,2,15,Monday,,,,23
56559,230,6,8303669,2021,2,15,Monday,,,,53
56560,12,14,2916217,2021,2,15,Monday,,,,23
56561,143,17,2916217,2021,2,15,Monday,,,,23
56562,146,34,2916217,2021,2,15,Monday,,,,5
56563,146,34,,2021,2,15,Monday,,,,66
56563,146,34,9745922,2021,2,15,Monday,,,,53
56564,146,34,2916217,2021,2,15,Monday,,,,23
56565,146,34,2916217,2021,2,15,Monday,,,,23
56566,146,34,,2021,2,15,Monday,Oklahoma,74467,Other,66
56566,146,34,3610377,2021,2,15,Monday,Oklahoma,74467,Other,23
56566,146,34,1206784,2021,2,15,Monday,Oklahoma,74467,Other,21
56567,122,44,3326583,2021,2,15,Monday,,,,21
56569,227,16,2916217,2021,2,15,Monday,,,,23
56572,230,6,,2021,2,15,Monday,,,,66
56572,230,6,9745922,2021,2,15,Monday,,,,23
56572,230,6,2916217,2021,2,15,Monday,,,,5
56572,230,6,2916217,2021,2,15,Monday,,,,21
56574,230,6,,2021,2,15,Monday,,,,66
56574,230,6,3610377,2021,2,15,Monday,,,,21
56576,5,16,3610377,2021,2,15,Monday,,,,23
56577,230,6,,2021,2,15,Monday,,,,66
56577,230,6,9593081,2021,2,15,Monday,,,,23
56578,230,6,,2021,2,15,Monday,,,,66
56578,230,6,5421394,2021,2,15,Monday,,,,23
56579,225,16,,2021,2,15,Monday,Arkansas,72401,Other,66
56579,225,16,7496997,2021,2,15,Monday,Arkansas,72401,Other,23
56579,225,16,5802076,2021,2,15,Monday,Arkansas,72401,Other,21
56579,225,16,5802076,2021,2,15,Monday,Arkansas,72401,Other,3
56581,230,6,,2021,2,15,Monday,,,,66
56581,230,6,9593081,2021,2,15,Monday,,,,23
56583,146,34,5802076,2021,2,15,Monday,,,,23
56584,146,34,5421394,2021,2,15,Monday,,,,23
56585,146,34,6009163,2021,2,15,Monday,,,,23
56586,146,34,5802076,2021,2,15,Monday,,,,23
56587,146,34,,2021,2,15,Monday,,,,23
56587,146,34,1206784,2021,2,15,Monday,,,,53
56588,146,34,5421394,2021,2,15,Monday,,,,23
56589,230,6,,2021,2,15,Monday,,,,66
56589,230,6,5421394,2021,2,15,Monday,,,,23
56590,146,34,5421394,2021,2,15,Monday,,,,23
56590,146,34,5421394,2021,2,15,Monday,,,,53
56593,181,16,6009163,2021,2,15,Monday,Oklahoma,74884,OGE,21
56593,181,16,6009163,2021,2,15,Monday,Oklahoma,74884,OGE,21
56593,181,16,6009163,2021,2,15,Monday,Oklahoma,74884,OGE,3
56597,221,34,7496997,2021,2,15,Monday,,,,23
56598,230,6,,2021,2,15,Monday,,,,66
56598,230,6,5802076,2021,2,15,Monday,,,,23
56598,230,6,6732050,2021,2,15,Monday,,,,21
56599,214,17,7496997,2021,2,15,Monday,,,,23
56599,214,17,5802076,2021,2,15,Monday,,,,53
56600,230,6,,2021,2,15,Monday,,,,66
56600,230,6,5802076,2021,2,15,Monday,,,,23
56603,221,34,6732050,2021,2,15,Monday,,,,30
56605,230,6,,2021,2,15,Monday,,,,66
56605,230,6,7496997,2021,2,15,Monday,,,,53
56606,27,36,5136817,2021,2,15,Monday,Arkansas,72956,Arkansas Valley Electric,3
56609,230,6,,2021,2,15,Monday,,,,66
56609,230,6,1206784,2021,2,15,Monday,,,,23
56610,230,6,,2021,2,15,Monday,,,,66
56610,230,6,1206784,2021,2,15,Monday,,,,23
56611,230,6,,2021,2,15,Monday,,,,66
56611,230,6,1206784,2021,2,15,Monday,,,,23
56613,181,16,1206784,2021,2,15,Monday,,,,23
